year,yr_sch,yr_sch_pri,yr_sch_sec,yr_sch_ter,country
2008,7.838,4.82,2.635,0.383,MAC
2009,7.838,4.82,2.635,0.383,MAC
2010,8.639,4.954,3.156,0.529,MAC
2011,8.639,4.954,3.156,0.529,MAC
2012,8.639,4.954,3.156,0.529,MAC
2013,8.639,4.954,3.156,0.529,MAC
2014,8.639,4.954,3.156,0.529,MAC
2015,9.657,5.121,3.653,0.883,MAC
2016,9.657,5.121,3.653,0.883,MAC
2017,9.657,5.121,3.653,0.883,MAC
2018,9.657,5.121,3.653,0.883,MAC
2019,9.657,5.121,3.653,0.883,MAC
2020,9.657,5.121,3.653,0.883,MAC
2021,9.657,5.121,3.653,0.883,MAC
2022,9.657,5.121,3.653,0.883,MAC
2000,7.12,4.137,2.61,0.373,COL
2001,7.12,4.137,2.61,0.373,COL
2002,7.12,4.137,2.61,0.373,COL
2003,7.12,4.137,2.61,0.373,COL
2004,7.12,4.137,2.61,0.373,COL
2005,7.561,4.383,2.867,0.311,COL
2006,7.561,4.383,2.867,0.311,COL
2007,7.561,4.383,2.867,0.311,COL
2008,7.561,4.383,2.867,0.311,COL
2009,7.561,4.383,2.867,0.311,COL
2010,9.351,4.779,3.75,0.821,COL
2011,9.351,4.779,3.75,0.821,COL
2012,9.351,4.779,3.75,0.821,COL
2013,9.351,4.779,3.75,0.821,COL
2014,9.351,4.779,3.75,0.821,COL
2015,9.519,4.789,3.837,0.893,COL
2016,9.519,4.789,3.837,0.893,COL
2017,9.519,4.789,3.837,0.893,COL
2018,9.519,4.789,3.837,0.893,COL
2019,9.519,4.789,3.837,0.893,COL
2020,9.519,4.789,3.837,0.893,COL
2021,9.519,4.789,3.837,0.893,COL
2022,9.519,4.789,3.837,0.893,COL
2000,5.949,3.744,2.137,0.068,COG
2001,5.949,3.744,2.137,0.068,COG
2002,5.949,3.744,2.137,0.068,COG
2003,5.949,3.744,2.137,0.068,COG
2004,5.949,3.744,2.137,0.068,COG
2005,6.022,3.83,2.136,0.055,COG
2006,6.022,3.83,2.136,0.055,COG
2007,6.022,3.83,2.136,0.055,COG
2008,6.022,3.83,2.136,0.055,COG
2009,6.022,3.83,2.136,0.055,COG
2010,6.146,3.901,2.202,0.043,COG
2011,6.146,3.901,2.202,0.043,COG
2012,6.146,3.901,2.202,0.043,COG
2013,6.146,3.901,2.202,0.043,COG
2014,6.146,3.901,2.202,0.043,COG
2015,6.328,3.94,2.296,0.092,COG
2016,6.328,3.94,2.296,0.092,COG
2017,6.328,3.94,2.296,0.092,COG
2018,6.328,3.94,2.296,0.092,COG
2019,6.328,3.94,2.296,0.092,COG
2020,6.328,3.94,2.296,0.092,COG
2021,6.328,3.94,2.296,0.092,COG
2022,6.328,3.94,2.296,0.092,COG
2000,7.961,5.332,2.082,0.548,CRI
2001,7.961,5.332,2.082,0.548,CRI
2002,7.961,5.332,2.082,0.548,CRI
2003,7.961,5.332,2.082,0.548,CRI
2004,7.961,5.332,2.082,0.548,CRI
2005,8.525,5.5,2.433,0.591,CRI
2006,8.525,5.5,2.433,0.591,CRI
2007,8.525,5.5,2.433,0.591,CRI
2008,8.525,5.5,2.433,0.591,CRI
2009,8.525,5.5,2.433,0.591,CRI
2010,8.429,5.481,2.291,0.658,CRI
2011,8.429,5.481,2.291,0.658,CRI
2012,8.429,5.481,2.291,0.658,CRI
2013,8.429,5.481,2.291,0.658,CRI
2014,8.429,5.481,2.291,0.658,CRI
2015,8.574,5.223,2.643,0.708,CRI
2016,8.574,5.223,2.643,0.708,CRI
2017,8.574,5.223,2.643,0.708,CRI
2018,8.574,5.223,2.643,0.708,CRI
2019,8.574,5.223,2.643,0.708,CRI
2020,8.574,5.223,2.643,0.708,CRI
2021,8.574,5.223,2.643,0.708,CRI
2022,8.574,5.223,2.643,0.708,CRI
2000,4.065,2.83,1.107,0.128,CIV
2001,4.065,2.83,1.107,0.128,CIV
2002,4.065,2.83,1.107,0.128,CIV
2003,4.065,2.83,1.107,0.128,CIV
2004,4.065,2.83,1.107,0.128,CIV
2005,4.516,3.142,1.241,0.133,CIV
2006,4.516,3.142,1.241,0.133,CIV
2007,4.516,3.142,1.241,0.133,CIV
2008,4.516,3.142,1.241,0.133,CIV
2009,4.516,3.142,1.241,0.133,CIV
2010,4.929,3.426,1.369,0.134,CIV
2011,4.929,3.426,1.369,0.134,CIV
2012,4.929,3.426,1.369,0.134,CIV
2013,4.929,3.426,1.369,0.134,CIV
2014,4.929,3.426,1.369,0.134,CIV
2015,4.978,3.483,1.341,0.154,CIV
2016,4.978,3.483,1.341,0.154,CIV
2017,4.978,3.483,1.341,0.154,CIV
2018,4.978,3.483,1.341,0.154,CIV
2019,4.978,3.483,1.341,0.154,CIV
2020,4.978,3.483,1.341,0.154,CIV
2021,4.978,3.483,1.341,0.154,CIV
2022,4.978,3.483,1.341,0.154,CIV
2000,10.105,6.317,3.427,0.361,HRV
2001,10.105,6.317,3.427,0.361,HRV
2002,10.105,6.317,3.427,0.361,HRV
2003,10.105,6.317,3.427,0.361,HRV
2004,10.105,6.317,3.427,0.361,HRV
2005,11.221,6.518,4.211,0.492,HRV
2006,11.221,6.518,4.211,0.492,HRV
2007,11.221,6.518,4.211,0.492,HRV
2008,11.221,6.518,4.211,0.492,HRV
2009,11.221,6.518,4.211,0.492,HRV
2010,11.869,6.397,4.885,0.587,HRV
2011,11.869,6.397,4.885,0.587,HRV
2012,11.869,6.397,4.885,0.587,HRV
2013,11.869,6.397,4.885,0.587,HRV
2014,11.869,6.397,4.885,0.587,HRV
2015,11.984,6.054,5.282,0.648,HRV
2016,11.984,6.054,5.282,0.648,HRV
2017,11.984,6.054,5.282,0.648,HRV
2018,11.984,6.054,5.282,0.648,HRV
2019,11.984,6.054,5.282,0.648,HRV
2020,11.984,6.054,5.282,0.648,HRV
2021,11.984,6.054,5.282,0.648,HRV
2022,11.984,6.054,5.282,0.648,HRV
2000,9.88,5.449,4.121,0.31,CUB
2001,9.88,5.449,4.121,0.31,CUB
2002,9.88,5.449,4.121,0.31,CUB
2003,9.88,5.449,4.121,0.31,CUB
2004,9.88,5.449,4.121,0.31,CUB
2005,10.36,5.574,4.349,0.436,CUB
2006,10.36,5.574,4.349,0.436,CUB
2007,10.36,5.574,4.349,0.436,CUB
2008,10.36,5.574,4.349,0.436,CUB
2009,10.36,5.574,4.349,0.436,CUB
2010,11.056,5.692,4.665,0.699,CUB
2011,11.056,5.692,4.665,0.699,CUB
2012,11.056,5.692,4.665,0.699,CUB
2013,11.056,5.692,4.665,0.699,CUB
2014,11.056,5.692,4.665,0.699,CUB
2015,11.096,5.751,4.758,0.587,CUB
2016,11.096,5.751,4.758,0.587,CUB
2017,11.096,5.751,4.758,0.587,CUB
2018,11.096,5.751,4.758,0.587,CUB
2019,11.096,5.751,4.758,0.587,CUB
2020,11.096,5.751,4.758,0.587,CUB
2021,11.096,5.751,4.758,0.587,CUB
2022,11.096,5.751,4.758,0.587,CUB
2000,10.82,5.726,4.201,0.893,CYP
2001,10.82,5.726,4.201,0.893,CYP
2002,10.82,5.726,4.201,0.893,CYP
2003,10.82,5.726,4.201,0.893,CYP
2004,10.82,5.726,4.201,0.893,CYP
2005,10.193,5.396,3.989,0.808,CYP
2006,10.193,5.396,3.989,0.808,CYP
2007,10.193,5.396,3.989,0.808,CYP
2008,10.193,5.396,3.989,0.808,CYP
2009,10.193,5.396,3.989,0.808,CYP
2010,11.761,5.949,4.703,1.109,CYP
2011,11.761,5.949,4.703,1.109,CYP
2012,11.761,5.949,4.703,1.109,CYP
2013,11.761,5.949,4.703,1.109,CYP
2014,11.761,5.949,4.703,1.109,CYP
2015,11.948,5.939,4.739,1.27,CYP
2016,11.948,5.939,4.739,1.27,CYP
2017,11.948,5.939,4.739,1.27,CYP
2018,11.948,5.939,4.739,1.27,CYP
2019,11.948,5.939,4.739,1.27,CYP
2020,11.948,5.939,4.739,1.27,CYP
2021,11.948,5.939,4.739,1.27,CYP
2022,11.948,5.939,4.739,1.27,CYP
2000,12.776,8.866,3.585,0.325,CZE
2001,12.776,8.866,3.585,0.325,CZE
2002,12.776,8.866,3.585,0.325,CZE
2003,12.776,8.866,3.585,0.325,CZE
2004,12.776,8.866,3.585,0.325,CZE
2005,12.813,8.805,3.662,0.347,CZE
2006,12.813,8.805,3.662,0.347,CZE
2007,12.813,8.805,3.662,0.347,CZE
2008,12.813,8.805,3.662,0.347,CZE
2009,12.813,8.805,3.662,0.347,CZE
2010,12.803,8.47,3.859,0.474,CZE
2011,12.803,8.47,3.859,0.474,CZE
2012,12.803,8.47,3.859,0.474,CZE
2013,12.803,8.47,3.859,0.474,CZE
2014,12.803,8.47,3.859,0.474,CZE
2015,12.924,8.173,4.162,0.59,CZE
2016,12.924,8.173,4.162,0.59,CZE
2017,12.924,8.173,4.162,0.59,CZE
2018,12.924,8.173,4.162,0.59,CZE
2019,12.924,8.173,4.162,0.59,CZE
2020,12.924,8.173,4.162,0.59,CZE
2021,12.924,8.173,4.162,0.59,CZE
2022,12.924,8.173,4.162,0.59,CZE
2000,3.628,2.642,0.947,0.04,COD
2001,3.628,2.642,0.947,0.04,COD
2002,3.628,2.642,0.947,0.04,COD
2003,3.628,2.642,0.947,0.04,COD
2004,3.628,2.642,0.947,0.04,COD
2005,3.952,2.869,1.022,0.061,COD
2006,3.952,2.869,1.022,0.061,COD
2007,3.952,2.869,1.022,0.061,COD
2008,3.952,2.869,1.022,0.061,COD
2009,3.952,2.869,1.022,0.061,COD
2010,4.24,3.009,1.14,0.091,COD
2011,4.24,3.009,1.14,0.091,COD
2012,4.24,3.009,1.14,0.091,COD
2013,4.24,3.009,1.14,0.091,COD
2014,4.24,3.009,1.14,0.091,COD
2015,6.734,4.316,2.168,0.25,COD
2016,6.734,4.316,2.168,0.25,COD
2017,6.734,4.316,2.168,0.25,COD
2018,6.734,4.316,2.168,0.25,COD
2019,6.734,4.316,2.168,0.25,COD
2020,6.734,4.316,2.168,0.25,COD
2021,6.734,4.316,2.168,0.25,COD
2022,6.734,4.316,2.168,0.25,COD
2000,11.503,5.77,4.986,0.746,DNK
2001,11.503,5.77,4.986,0.746,DNK
2002,11.503,5.77,4.986,0.746,DNK
2003,11.503,5.77,4.986,0.746,DNK
2004,11.503,5.77,4.986,0.746,DNK
2005,11.809,5.879,5.055,0.875,DNK
2006,11.809,5.879,5.055,0.875,DNK
2007,11.809,5.879,5.055,0.875,DNK
2008,11.809,5.879,5.055,0.875,DNK
2009,11.809,5.879,5.055,0.875,DNK
2010,11.973,6.037,5.028,0.907,DNK
2011,11.973,6.037,5.028,0.907,DNK
2012,11.973,6.037,5.028,0.907,DNK
2013,11.973,6.037,5.028,0.907,DNK
2014,11.973,6.037,5.028,0.907,DNK
2015,12.858,6.418,5.179,1.261,DNK
2016,12.858,6.418,5.179,1.261,DNK
2017,12.858,6.418,5.179,1.261,DNK
2018,12.858,6.418,5.179,1.261,DNK
2019,12.858,6.418,5.179,1.261,DNK
2020,12.858,6.418,5.179,1.261,DNK
2021,12.858,6.418,5.179,1.261,DNK
2022,12.858,6.418,5.179,1.261,DNK
2000,7.027,4.529,2.15,0.348,DOM
2001,7.027,4.529,2.15,0.348,DOM
2002,7.027,4.529,2.15,0.348,DOM
2003,7.027,4.529,2.15,0.348,DOM
2004,7.027,4.529,2.15,0.348,DOM
2005,7.537,4.727,2.401,0.409,DOM
2006,7.537,4.727,2.401,0.409,DOM
2007,7.537,4.727,2.401,0.409,DOM
2008,7.537,4.727,2.401,0.409,DOM
2009,7.537,4.727,2.401,0.409,DOM
2010,8.124,5.023,2.797,0.304,DOM
2011,8.124,5.023,2.797,0.304,DOM
2012,8.124,5.023,2.797,0.304,DOM
2013,8.124,5.023,2.797,0.304,DOM
2014,8.124,5.023,2.797,0.304,DOM
2015,9.726,5.281,3.757,0.688,DOM
2016,9.726,5.281,3.757,0.688,DOM
2017,9.726,5.281,3.757,0.688,DOM
2018,9.726,5.281,3.757,0.688,DOM
2019,9.726,5.281,3.757,0.688,DOM
2020,9.726,5.281,3.757,0.688,DOM
2021,9.726,5.281,3.757,0.688,DOM
2022,9.726,5.281,3.757,0.688,DOM
2000,7.415,4.611,2.348,0.456,ECU
2001,7.415,4.611,2.348,0.456,ECU
2002,7.415,4.611,2.348,0.456,ECU
2003,7.415,4.611,2.348,0.456,ECU
2004,7.415,4.611,2.348,0.456,ECU
2005,7.7,4.942,2.349,0.409,ECU
2006,7.7,4.942,2.349,0.409,ECU
2007,7.7,4.942,2.349,0.409,ECU
2008,7.7,4.942,2.349,0.409,ECU
2009,7.7,4.942,2.349,0.409,ECU
2010,8.015,5.274,2.43,0.312,ECU
2011,8.015,5.274,2.43,0.312,ECU
2012,8.015,5.274,2.43,0.312,ECU
2013,8.015,5.274,2.43,0.312,ECU
2014,8.015,5.274,2.43,0.312,ECU
2015,9.252,5.625,3.178,0.448,ECU
2016,9.252,5.625,3.178,0.448,ECU
2017,9.252,5.625,3.178,0.448,ECU
2018,9.252,5.625,3.178,0.448,ECU
2019,9.252,5.625,3.178,0.448,ECU
2020,9.252,5.625,3.178,0.448,ECU
2021,9.252,5.625,3.178,0.448,ECU
2022,9.252,5.625,3.178,0.448,ECU
2000,6.469,3.455,2.703,0.312,EGY
2001,6.469,3.455,2.703,0.312,EGY
2002,6.469,3.455,2.703,0.312,EGY
2003,6.469,3.455,2.703,0.312,EGY
2004,6.469,3.455,2.703,0.312,EGY
2005,6.949,3.493,3.081,0.375,EGY
2006,6.949,3.493,3.081,0.375,EGY
2007,6.949,3.493,3.081,0.375,EGY
2008,6.949,3.493,3.081,0.375,EGY
2009,6.949,3.493,3.081,0.375,EGY
2010,7.233,3.534,3.243,0.456,EGY
2011,7.233,3.534,3.243,0.456,EGY
2012,7.233,3.534,3.243,0.456,EGY
2013,7.233,3.534,3.243,0.456,EGY
2014,7.233,3.534,3.243,0.456,EGY
2015,7.824,3.854,3.498,0.472,EGY
2016,7.824,3.854,3.498,0.472,EGY
2017,7.824,3.854,3.498,0.472,EGY
2018,7.824,3.854,3.498,0.472,EGY
2019,7.824,3.854,3.498,0.472,EGY
2020,7.824,3.854,3.498,0.472,EGY
2021,7.824,3.854,3.498,0.472,EGY
2022,7.824,3.854,3.498,0.472,EGY
2000,7.039,5.546,1.164,0.33,SLV
2001,7.039,5.546,1.164,0.33,SLV
2002,7.039,5.546,1.164,0.33,SLV
2003,7.039,5.546,1.164,0.33,SLV
2004,7.039,5.546,1.164,0.33,SLV
2005,8.083,6.352,1.372,0.359,SLV
2006,8.083,6.352,1.372,0.359,SLV
2007,8.083,6.352,1.372,0.359,SLV
2008,8.083,6.352,1.372,0.359,SLV
2009,8.083,6.352,1.372,0.359,SLV
2010,8.065,6.327,1.551,0.187,SLV
2011,8.065,6.327,1.551,0.187,SLV
2012,8.065,6.327,1.551,0.187,SLV
2013,8.065,6.327,1.551,0.187,SLV
2014,8.065,6.327,1.551,0.187,SLV
2015,7.747,5.726,1.772,0.25,SLV
2016,7.747,5.726,1.772,0.25,SLV
2017,7.747,5.726,1.772,0.25,SLV
2018,7.747,5.726,1.772,0.25,SLV
2019,7.747,5.726,1.772,0.25,SLV
2020,7.747,5.726,1.772,0.25,SLV
2021,7.747,5.726,1.772,0.25,SLV
2022,7.747,5.726,1.772,0.25,SLV
2000,11.864,5.982,5.003,0.879,EST
2001,11.864,5.982,5.003,0.879,EST
2002,11.864,5.982,5.003,0.879,EST
2003,11.864,5.982,5.003,0.879,EST
2004,11.864,5.982,5.003,0.879,EST
2005,12.034,5.989,5.11,0.935,EST
2006,12.034,5.989,5.11,0.935,EST
2007,12.034,5.989,5.11,0.935,EST
2008,12.034,5.989,5.11,0.935,EST
2009,12.034,5.989,5.11,0.935,EST
2010,12.316,5.985,5.307,1.025,EST
2011,12.316,5.985,5.307,1.025,EST
2012,12.316,5.985,5.307,1.025,EST
2013,12.316,5.985,5.307,1.025,EST
2014,12.316,5.985,5.307,1.025,EST
2015,12.411,5.966,5.344,1.101,EST
2016,12.411,5.966,5.344,1.101,EST
2017,12.411,5.966,5.344,1.101,EST
2018,12.411,5.966,5.344,1.101,EST
2019,12.411,5.966,5.344,1.101,EST
2020,12.411,5.966,5.344,1.101,EST
2021,12.411,5.966,5.344,1.101,EST
2022,12.411,5.966,5.344,1.101,EST
2000,9.973,6.747,2.894,0.332,FJI
2001,9.973,6.747,2.894,0.332,FJI
2002,9.973,6.747,2.894,0.332,FJI
2003,9.973,6.747,2.894,0.332,FJI
2004,9.973,6.747,2.894,0.332,FJI
2005,9.757,6.55,2.833,0.374,FJI
2006,9.757,6.55,2.833,0.374,FJI
2007,9.757,6.55,2.833,0.374,FJI
2008,9.757,6.55,2.833,0.374,FJI
2009,9.757,6.55,2.833,0.374,FJI
2010,10.348,6.461,3.48,0.406,FJI
2011,10.348,6.461,3.48,0.406,FJI
2012,10.348,6.461,3.48,0.406,FJI
2013,10.348,6.461,3.48,0.406,FJI
2014,10.348,6.461,3.48,0.406,FJI
2015,10.178,6.116,3.879,0.183,FJI
2016,10.178,6.116,3.879,0.183,FJI
2017,10.178,6.116,3.879,0.183,FJI
2018,10.178,6.116,3.879,0.183,FJI
2019,10.178,6.116,3.879,0.183,FJI
2020,10.178,6.116,3.879,0.183,FJI
2021,10.178,6.116,3.879,0.183,FJI
2022,10.178,6.116,3.879,0.183,FJI
2000,9.9,5.26,3.862,0.778,FIN
2001,9.9,5.26,3.862,0.778,FIN
2002,9.9,5.26,3.862,0.778,FIN
2003,9.9,5.26,3.862,0.778,FIN
2004,9.9,5.26,3.862,0.778,FIN
2005,10.42,5.455,4.124,0.84,FIN
2006,10.42,5.455,4.124,0.84,FIN
2007,10.42,5.455,4.124,0.84,FIN
2008,10.42,5.455,4.124,0.84,FIN
2009,10.42,5.455,4.124,0.84,FIN
2010,10.705,5.64,4.21,0.855,FIN
2011,10.705,5.64,4.21,0.855,FIN
2012,10.705,5.64,4.21,0.855,FIN
2013,10.705,5.64,4.21,0.855,FIN
2014,10.705,5.64,4.21,0.855,FIN
2015,11.3,5.884,4.43,0.986,FIN
2016,11.3,5.884,4.43,0.986,FIN
2017,11.3,5.884,4.43,0.986,FIN
2018,11.3,5.884,4.43,0.986,FIN
2019,11.3,5.884,4.43,0.986,FIN
2020,11.3,5.884,4.43,0.986,FIN
2021,11.3,5.884,4.43,0.986,FIN
2022,11.3,5.884,4.43,0.986,FIN
2000,10.225,4.8,4.847,0.578,FRA
2001,10.225,4.8,4.847,0.578,FRA
2002,10.225,4.8,4.847,0.578,FRA
2003,10.225,4.8,4.847,0.578,FRA
2004,10.225,4.8,4.847,0.578,FRA
2005,10.863,4.893,5.341,0.629,FRA
2006,10.863,4.893,5.341,0.629,FRA
2007,10.863,4.893,5.341,0.629,FRA
2008,10.863,4.893,5.341,0.629,FRA
2009,10.863,4.893,5.341,0.629,FRA
2010,11.337,4.92,5.657,0.76,FRA
2011,11.337,4.92,5.657,0.76,FRA
2012,11.337,4.92,5.657,0.76,FRA
2013,11.337,4.92,5.657,0.76,FRA
2014,11.337,4.92,5.657,0.76,FRA
2015,10.349,4.845,4.585,0.918,FRA
2016,10.349,4.845,4.585,0.918,FRA
2017,10.349,4.845,4.585,0.918,FRA
2018,10.349,4.845,4.585,0.918,FRA
2019,10.349,4.845,4.585,0.918,FRA
2020,10.349,4.845,4.585,0.918,FRA
2021,10.349,4.845,4.585,0.918,FRA
2022,10.349,4.845,4.585,0.918,FRA
2000,7.582,4.576,2.662,0.344,GAB
2001,7.582,4.576,2.662,0.344,GAB
2002,7.582,4.576,2.662,0.344,GAB
2003,7.582,4.576,2.662,0.344,GAB
2004,7.582,4.576,2.662,0.344,GAB
2005,8.203,4.837,3.009,0.357,GAB
2006,8.203,4.837,3.009,0.357,GAB
2007,8.203,4.837,3.009,0.357,GAB
2008,8.203,4.837,3.009,0.357,GAB
2009,8.203,4.837,3.009,0.357,GAB
2010,8.873,5.042,3.465,0.366,GAB
2011,8.873,5.042,3.465,0.366,GAB
2012,8.873,5.042,3.465,0.366,GAB
2013,8.873,5.042,3.465,0.366,GAB
2014,8.873,5.042,3.465,0.366,GAB
2015,9.379,5.055,3.88,0.445,GAB
2016,9.379,5.055,3.88,0.445,GAB
2017,9.379,5.055,3.88,0.445,GAB
2018,9.379,5.055,3.88,0.445,GAB
2019,9.379,5.055,3.88,0.445,GAB
2020,9.379,5.055,3.88,0.445,GAB
2021,9.379,5.055,3.88,0.445,GAB
2022,9.379,5.055,3.88,0.445,GAB
2000,2.771,1.647,1.063,0.061,GMB
2001,2.771,1.647,1.063,0.061,GMB
2002,2.771,1.647,1.063,0.061,GMB
2003,2.771,1.647,1.063,0.061,GMB
2004,2.771,1.647,1.063,0.061,GMB
2005,3.387,1.938,1.393,0.055,GMB
2006,3.387,1.938,1.393,0.055,GMB
2007,3.387,1.938,1.393,0.055,GMB
2008,3.387,1.938,1.393,0.055,GMB
2009,3.387,1.938,1.393,0.055,GMB
2010,3.915,2.313,1.55,0.052,GMB
2011,3.915,2.313,1.55,0.052,GMB
2012,3.915,2.313,1.55,0.052,GMB
2013,3.915,2.313,1.55,0.052,GMB
2014,3.915,2.313,1.55,0.052,GMB
2015,4.882,2.812,1.916,0.153,GMB
2016,4.882,2.812,1.916,0.153,GMB
2017,4.882,2.812,1.916,0.153,GMB
2018,4.882,2.812,1.916,0.153,GMB
2019,4.882,2.812,1.916,0.153,GMB
2020,4.882,2.812,1.916,0.153,GMB
2021,4.882,2.812,1.916,0.153,GMB
2022,4.882,2.812,1.916,0.153,GMB
2000,10.594,4.463,5.506,0.626,DEU
2001,10.594,4.463,5.506,0.626,DEU
2002,10.594,4.463,5.506,0.626,DEU
2003,10.594,4.463,5.506,0.626,DEU
2004,10.594,4.463,5.506,0.626,DEU
2005,11.978,4.191,7.142,0.645,DEU
2006,11.978,4.191,7.142,0.645,DEU
2007,11.978,4.191,7.142,0.645,DEU
2008,11.978,4.191,7.142,0.645,DEU
2009,11.978,4.191,7.142,0.645,DEU
2010,12.581,3.921,7.915,0.745,DEU
2011,12.581,3.921,7.915,0.745,DEU
2012,12.581,3.921,7.915,0.745,DEU
2013,12.581,3.921,7.915,0.745,DEU
2014,12.581,3.921,7.915,0.745,DEU
2015,12.282,3.891,7.71,0.682,DEU
2016,12.282,3.891,7.71,0.682,DEU
2017,12.282,3.891,7.71,0.682,DEU
2018,12.282,3.891,7.71,0.682,DEU
2019,12.282,3.891,7.71,0.682,DEU
2020,12.282,3.891,7.71,0.682,DEU
2021,12.282,3.891,7.71,0.682,DEU
2022,12.282,3.891,7.71,0.682,DEU
2000,6.668,3.849,2.729,0.089,GHA
2001,6.668,3.849,2.729,0.089,GHA
2002,6.668,3.849,2.729,0.089,GHA
2003,6.668,3.849,2.729,0.089,GHA
2004,6.668,3.849,2.729,0.089,GHA
2005,7.285,4.157,3.04,0.088,GHA
2006,7.285,4.157,3.04,0.088,GHA
2007,7.285,4.157,3.04,0.088,GHA
2008,7.285,4.157,3.04,0.088,GHA
2009,7.285,4.157,3.04,0.088,GHA
2010,7.659,4.361,3.201,0.096,GHA
2011,7.659,4.361,3.201,0.096,GHA
2012,7.659,4.361,3.201,0.096,GHA
2013,7.659,4.361,3.201,0.096,GHA
2014,7.659,4.361,3.201,0.096,GHA
2015,8.126,4.626,3.352,0.148,GHA
2016,8.126,4.626,3.352,0.148,GHA
2017,8.126,4.626,3.352,0.148,GHA
2018,8.126,4.626,3.352,0.148,GHA
2019,8.126,4.626,3.352,0.148,GHA
2020,8.126,4.626,3.352,0.148,GHA
2021,8.126,4.626,3.352,0.148,GHA
2022,8.126,4.626,3.352,0.148,GHA
2000,9.896,5.671,3.616,0.609,GRC
2001,9.896,5.671,3.616,0.609,GRC
2002,9.896,5.671,3.616,0.609,GRC
2003,9.896,5.671,3.616,0.609,GRC
2004,9.896,5.671,3.616,0.609,GRC
2005,10.95,5.935,4.033,0.983,GRC
2006,10.95,5.935,4.033,0.983,GRC
2007,10.95,5.935,4.033,0.983,GRC
2008,10.95,5.935,4.033,0.983,GRC
2009,10.95,5.935,4.033,0.983,GRC
2010,11.359,5.936,4.275,1.147,GRC
2011,11.359,5.936,4.275,1.147,GRC
2012,11.359,5.936,4.275,1.147,GRC
2013,11.359,5.936,4.275,1.147,GRC
2014,11.359,5.936,4.275,1.147,GRC
2015,11.145,5.939,4.22,0.986,GRC
2016,11.145,5.939,4.22,0.986,GRC
2017,11.145,5.939,4.22,0.986,GRC
2018,11.145,5.939,4.22,0.986,GRC
2019,11.145,5.939,4.22,0.986,GRC
2020,11.145,5.939,4.22,0.986,GRC
2021,11.145,5.939,4.22,0.986,GRC
2022,11.145,5.939,4.22,0.986,GRC
2000,4.353,3.225,1.033,0.096,GTM
2001,4.353,3.225,1.033,0.096,GTM
2002,4.353,3.225,1.033,0.096,GTM
2003,4.353,3.225,1.033,0.096,GTM
2004,4.353,3.225,1.033,0.096,GTM
2005,4.331,3.35,0.897,0.083,GTM
2006,4.331,3.35,0.897,0.083,GTM
2007,4.331,3.35,0.897,0.083,GTM
2008,4.331,3.35,0.897,0.083,GTM
2009,4.331,3.35,0.897,0.083,GTM
2010,5.213,3.954,1.259,0.0,GTM
2011,5.213,3.954,1.259,0.0,GTM
2012,5.213,3.954,1.259,0.0,GTM
2013,5.213,3.954,1.259,0.0,GTM
2014,5.213,3.954,1.259,0.0,GTM
2015,5.809,4.142,1.565,0.103,GTM
2016,5.809,4.142,1.565,0.103,GTM
2017,5.809,4.142,1.565,0.103,GTM
2018,5.809,4.142,1.565,0.103,GTM
2019,5.809,4.142,1.565,0.103,GTM
2020,5.809,4.142,1.565,0.103,GTM
2021,5.809,4.142,1.565,0.103,GTM
2022,5.809,4.142,1.565,0.103,GTM
2000,8.428,5.184,3.241,0.003,GUY
2001,8.428,5.184,3.241,0.003,GUY
2002,8.428,5.184,3.241,0.003,GUY
2003,8.428,5.184,3.241,0.003,GUY
2004,8.428,5.184,3.241,0.003,GUY
2005,8.794,5.238,3.548,0.007,GUY
2006,8.794,5.238,3.548,0.007,GUY
2007,8.794,5.238,3.548,0.007,GUY
2008,8.794,5.238,3.548,0.007,GUY
2009,8.794,5.238,3.548,0.007,GUY
2010,9.0,5.339,3.649,0.013,GUY
2011,9.0,5.339,3.649,0.013,GUY
2012,9.0,5.339,3.649,0.013,GUY
2013,9.0,5.339,3.649,0.013,GUY
2014,9.0,5.339,3.649,0.013,GUY
2015,8.909,5.385,3.482,0.042,GUY
2016,8.909,5.385,3.482,0.042,GUY
2017,8.909,5.385,3.482,0.042,GUY
2018,8.909,5.385,3.482,0.042,GUY
2019,8.909,5.385,3.482,0.042,GUY
2020,8.909,5.385,3.482,0.042,GUY
2021,8.909,5.385,3.482,0.042,GUY
2022,8.909,5.385,3.482,0.042,GUY
2000,4.443,2.923,1.492,0.028,HTI
2001,4.443,2.923,1.492,0.028,HTI
2002,4.443,2.923,1.492,0.028,HTI
2003,4.443,2.923,1.492,0.028,HTI
2004,4.443,2.923,1.492,0.028,HTI
2005,4.904,3.186,1.687,0.03,HTI
2006,4.904,3.186,1.687,0.03,HTI
2007,4.904,3.186,1.687,0.03,HTI
2008,4.904,3.186,1.687,0.03,HTI
2009,4.904,3.186,1.687,0.03,HTI
2010,5.171,3.37,1.768,0.033,HTI
2011,5.171,3.37,1.768,0.033,HTI
2012,5.171,3.37,1.768,0.033,HTI
2013,5.171,3.37,1.768,0.033,HTI
2014,5.171,3.37,1.768,0.033,HTI
2015,5.318,3.521,1.763,0.034,HTI
2016,5.318,3.521,1.763,0.034,HTI
2017,5.318,3.521,1.763,0.034,HTI
2018,5.318,3.521,1.763,0.034,HTI
2019,5.318,3.521,1.763,0.034,HTI
2020,5.318,3.521,1.763,0.034,HTI
